nasai38_1141480	 أخبرنا هارون بن عبد الله الحمال قال حدثنا عثمان بن	أخبرنا عمر عن يونس بن يزيد عن الزهري عن يزيد بن هرمز أن نجدة الحروري حين خرج في فتنة ابن الزبير أرسل إلى ابن عباس يسأله عن سهم ذي القربى لمن تراه قال هو لنا لقربى رسول الله صلى الله عليه وسلم قسمه رسول الله صلى الله عليه وسلم لهم وقد كان عمر عرض علينا شيئا رأيناه دون حقنا فأبينا أن نقبله وكان الذي عرض عليهم أن يعين ناكحهم ويقضي عن غارمهم ويعطي فقيرهم وأبى أن يزيدهم على ذلك 	 أخبرنا هارون بن عبد الله الحمال قال حدثنا عثمان بن عمر عن يونس بن يزيد عن الزهري عن يزيد بن هرمز أن نجدة الحروري حين خرج في فتنة ابن الزبير أرسل إلى ابن عباس يسأله عن سهم ذي القربى لمن تراه قال هو لنا لقربى رسول الله صلى الله عليه وسلم قسمه رسول الله صلى الله عليه وسلم لهم وقد كان عمر عرض علينا شيئا رأيناه دون حقنا فأبينا أن نقبله وكان الذي عرض عليهم أن يعين ناكحهم ويقضي عن غارمهم ويعطي فقيرهم وأبى أن يزيدهم على ذلك 	" It was narrated from Yazid bin Hurmuz that: when Najdah Al-Haruriyyah rebelled during the Fitnah of Ibn Zubayr, he sent word to Ibn 'Abbas asking him about the share of the relatives (of the Messenger of Allah) -to whom did he think it should be given? He replied: ""It is for us, because of our blood ties to the Messenger of Allah allocated it to them, but 'Umar offered us something we thought was less than what was our due, and we refused to accept it. What he offered to them who wanted to get married, and to help the debtors pay off their debts, and he gave to their indigent. But he refused to give them more than that.""(Sahih) "
nasai38_1141490	 أخبرنا عمرو بن علي قال حدثنا يزيد وهو ابن هارون قال أنبأنا محمد بن	حدثنا إسحاق عن الزهري ومحمد بن علي عن يزيد بن هرمز قال كتب نجدة إلى ابن عباس يسأله عن سهم ذي القربى لمن هو قال يزيد بن هرمز وأنا كتبت كتاب ابن عباس إلى نجدة كتبت إليه كتبت تسألني عن سهم ذي القربى لمن هو وهو لنا أهل البيت وقد كان عمر دعانا إلى أن ينكح منه أيمنا ويحذي منه عائلنا ويقضي منه عن غارمنا فأبينا إلا أن يسلمه لنا وأبى ذلك فتركناه عليه 	 أخبرنا عمرو بن علي قال حدثنا يزيد وهو ابن هارون قال أنبأنا محمد بن إسحاق عن الزهري ومحمد بن علي عن يزيد بن هرمز قال كتب نجدة إلى ابن عباس يسأله عن سهم ذي القربى لمن هو قال يزيد بن هرمز وأنا كتبت كتاب ابن عباس إلى نجدة كتبت إليه كتبت تسألني عن سهم ذي القربى لمن هو وهو لنا أهل البيت وقد كان عمر دعانا إلى أن ينكح منه أيمنا ويحذي منه عائلنا ويقضي منه عن غارمنا فأبينا إلا أن يسلمه لنا وأبى ذلك فتركناه عليه 	" It was narrated that Yazid bin Hurmuz said: ""Najdah wrote to Ibn 'Abbas and asked him about the share of the relatives (of the Messenger of Allah), to whom should it be given?"" Yazid bin Hurmuz said:""I wrote down the letter of Ibn 'Abbas to Najdah in which he said; You have written asking me about the share of the relatives (of the Messenger of Allah), to whom should it be given? It is for us, the members of the household (Ahl Al-Bait). 'Umar used to offer to help the single among us (to get married), and to give some to our poor and to pay off the debts of our debtors. We insisted that he should given it to us, but he refused, and we left it at that."" (Sahih) "
nasai38_1141500	 أخبرنا عمرو بن يحيى قال حدثنا	أخبرنا محبوب يعني ابن موسى قال أنبأنا أبو إسحاق وهو الفزاري عن الأوزاعي قال كتب عمر بن عبد العزيز إلى عمر بن الوليد كتابا فيه وقسم أبيك لك الخمس كله وإنما سهم أبيك كسهم رجل من المسلمين وفيه حق الله وحق الرسول وذي القربى واليتامى والمساكين وابن السبيل فما أكثر خصماء أبيك يوم القيامة فكيف ينجو من كثرت خصماؤه وإظهارك المعازف والمزمار بدعة في الإسلام ولقد هممت أن أبعث إليك من يجز جمتك جمة السوء 	 أخبرنا عمرو بن يحيى قال حدثنا محبوب يعني ابن موسى قال أنبأنا أبو إسحاق وهو الفزاري عن الأوزاعي قال كتب عمر بن عبد العزيز إلى عمر بن الوليد كتابا فيه وقسم أبيك لك الخمس كله وإنما سهم أبيك كسهم رجل من المسلمين وفيه حق الله وحق الرسول وذي القربى واليتامى والمساكين وابن السبيل فما أكثر خصماء أبيك يوم القيامة فكيف ينجو من كثرت خصماؤه وإظهارك المعازف والمزمار بدعة في الإسلام ولقد هممت أن أبعث إليك من يجز جمتك جمة السوء 	" It was narrated that Al-Awza'i said: ""Umar bin 'Abdul-'Aziz wrote a letter to 'Umar bin Al-Walid in which he said: 'The share that your father gave to you was the entire Khumus,[1] but the share that your father is entitled to is the same as that of any man among the Muslims, on which is due the rights of Allah and His Messenger, and of relatives, orphans, the poor and wayfarers. How many will dispute with your father on the Day of Resurrection! How can he be saved who has so many disputants? And your openly allowing musical instruments and wind instruments is an innovation in Islam. I was thinking of sending someone to you who would cut off your evil long hair.""' (Sahih) "
nasai38_1141510	 أخبرنا عبد الرحمن بن عبد الله بن	أخبرنا عبد الحكم قال حدثنا شعيب بن يحيى قال حدثنا نافع بن يزيد عن يونس بن يزيد عن ابن شهاب قال أخبرني سعيد بن المسيب أن جبير بن مطعم حدثه أنه جاء هو وعثمان بن عفان رسول الله صلى الله عليه وسلم يكلمانه فيما قسم من خمس حنين بين بني هاشم وبني المطلب بن عبد مناف فقالا يا رسول الله قسمت لإخواننا بني المطلب بن عبد مناف ولم تعطنا شيئا وقرابتنا مثل قرابتهم فقال لهما رسول الله صلى الله عليه وسلم إنما أرى هاشما والمطلب شيئا واحدا قال جبير بن مطعم ولم يقسم رسول الله صلى الله عليه وسلم لبني عبد شمس ولا لبني نوفل من ذلك الخمس شيئا كما قسم لبني هاشم وبني المطلب 	 أخبرنا عبد الرحمن بن عبد الله بن عبد الحكم قال حدثنا شعيب بن يحيى قال حدثنا نافع بن يزيد عن يونس بن يزيد عن ابن شهاب قال أخبرني سعيد بن المسيب أن جبير بن مطعم حدثه أنه جاء هو وعثمان بن عفان رسول الله صلى الله عليه وسلم يكلمانه فيما قسم من خمس حنين بين بني هاشم وبني المطلب بن عبد مناف فقالا يا رسول الله قسمت لإخواننا بني المطلب بن عبد مناف ولم تعطنا شيئا وقرابتنا مثل قرابتهم فقال لهما رسول الله صلى الله عليه وسلم إنما أرى هاشما والمطلب شيئا واحدا قال جبير بن مطعم ولم يقسم رسول الله صلى الله عليه وسلم لبني عبد شمس ولا لبني نوفل من ذلك الخمس شيئا كما قسم لبني هاشم وبني المطلب 	" Sa'eed bin Al-Musayyab narrated that Jubair bin Mut'im told him: ""He and 'Uthman bin 'Affan came to the Messenger of Allah to speak to him about what he had distributed of the Khumus of Hunain to Banu Hashim and Banu Al-Muttalib bin 'Abd Manaf. They said: 'O Messenger of Allah, you distributed it to our brothers; Banu Al-Muttalib bin 'Abd Manaf, and you did not give us anything, and our relationship to you in the same as theirs. 'The Messenger of Allah said to them: 'I see that Hashim and Al-Muttalib are the same."" Jubair bin Mut'im said: ""The Messenger of Allah did not allocate anything to Banu 'Abd Shams or Banu Nawfal from that Khumus, as he allocated to Banu Hashim and Banu Al-Muttalib."" (Sahih) "
nasai38_1141520	 أخبرنا محمد بن المثنى قال حدثنا يزيد بن	أخبرنا هارون قال أنبأنا محمد بن إسحاق عن الزهري عن سعيد بن المسيب عن جبير بن مطعم قال لما قسم رسول الله صلى الله عليه وسلم سهم ذي القربى بين بني هاشم وبني المطلب أتيته أنا وعثمان بن عفان فقلنا يا رسول الله هؤلاء بنو هاشم لا ننكر فضلهم لمكانك الذي جعلك الله به منهم أرأيت بني المطلب أعطيتهم ومنعتنا فإنما نحن وهم منك بمنزلة فقال رسول الله صلى الله عليه وسلم إنهم لم يفارقوني في جاهلية ولا إسلام إنما بنو هاشم وبنو المطلب شىء واحد وشبك بين أصابعه 	 أخبرنا محمد بن المثنى قال حدثنا يزيد بن هارون قال أنبأنا محمد بن إسحاق عن الزهري عن سعيد بن المسيب عن جبير بن مطعم قال لما قسم رسول الله صلى الله عليه وسلم سهم ذي القربى بين بني هاشم وبني المطلب أتيته أنا وعثمان بن عفان فقلنا يا رسول الله هؤلاء بنو هاشم لا ننكر فضلهم لمكانك الذي جعلك الله به منهم أرأيت بني المطلب أعطيتهم ومنعتنا فإنما نحن وهم منك بمنزلة فقال رسول الله صلى الله عليه وسلم إنهم لم يفارقوني في جاهلية ولا إسلام إنما بنو هاشم وبنو المطلب شىء واحد وشبك بين أصابعه 	" It was narrated that Jubair bin Mut'im said: ""When the Messenger of Allah distributed the share for his relatives to Banu Hashim and BanuA-Muttalib, I came to himwith 'Uthman bin 'Affan and we said: 'O Messenger of Allah, no one denies the virtue of Banu Hashim because of the relationship between you and them. But how come you have given (a share) to Banu Al-Muttalib and not to us? They and we share the same degree of relationship to you. 'The Messenger of Allah said: ""They did not abandon me during the Jahiliyyah or in Islam. Banu Hashim and Banu Al-Muttalib are the same thing, and he interlaced his fingers."" (Sahih) "
nasai38_1141530	 أخبرنا عمرو بن يحيى بن الحارث قال حدثنا	أخبرنا محبوب يعني ابن موسى قال أنبأنا أبو إسحاق وهو الفزاري عن عبد الرحمن بن عياش عن سليمان بن موسى عن مكحول عن أبي سلام عن أبي أمامة الباهلي عن عبادة بن الصامت قال أخذ رسول الله صلى الله عليه وسلم يوم حنين وبرة من جنب بعير فقال يا أيها الناس إنه لا يحل لي مما أفاء الله عليكم قدر هذه إلا الخمس والخمس مردود عليكم قال أبو عبد الرحمن اسم أبي سلام ممطور وهو حبشي واسم أبي أمامة صدى بن عجلان والله تعالى أعلم 	 أخبرنا عمرو بن يحيى بن الحارث قال حدثنا محبوب يعني ابن موسى قال أنبأنا أبو إسحاق وهو الفزاري عن عبد الرحمن بن عياش عن سليمان بن موسى عن مكحول عن أبي سلام عن أبي أمامة الباهلي عن عبادة بن الصامت قال أخذ رسول الله صلى الله عليه وسلم يوم حنين وبرة من جنب بعير فقال يا أيها الناس إنه لا يحل لي مما أفاء الله عليكم قدر هذه إلا الخمس والخمس مردود عليكم قال أبو عبد الرحمن اسم أبي سلام ممطور وهو حبشي واسم أبي أمامة صدى بن عجلان والله تعالى أعلم 	" It was narrated that 'Ubadah bin Al-Samit said: ""On the day of Hunain the Messenger of Allah took a hair from the side of a camel and said: 'O you people, it is not permissible for me to take even the equivalent of this from the Fay' that Allah has bestowed upon you, except the Khumus, and the Khumus will come back to you."" (Sahih)Abu 'Abdur-Rahman (An-Nasa'i) said: Abu Sallam's name is Mamtur and he is Ethiopian, and Abu Umamah's name is Sudai bin 'Ajlan. "
nasai38_1141540	 أخبرنا عمرو بن يزيد قال حدثنا ابن أبي عدي قال حدثنا حماد بن سلمة عن محمد بن إسحاق عن عمرو بن شعيب عن أبيه عن	عن جده أن رسول الله صلى الله عليه وسلم أتى بعيرا فأخذ من سنامه وبرة بين إصبعيه ثم قال إنه ليس لي من الفىء شىء ولا هذه إلا الخمس والخمس مردود فيكم 	 أخبرنا عمرو بن يزيد قال حدثنا ابن أبي عدي قال حدثنا حماد بن سلمة عن محمد بن إسحاق عن عمرو بن شعيب عن أبيه عن جده أن رسول الله صلى الله عليه وسلم أتى بعيرا فأخذ من سنامه وبرة بين إصبعيه ثم قال إنه ليس لي من الفىء شىء ولا هذه إلا الخمس والخمس مردود فيكم 	" It was narrated from 'Amr bin Shu'aib, from his father, from his grandfather, that: the Messenger of Allah went to a camel, and took a hair from its hump between his fingers and said: ""I am not entitled to take anything from the Fay, not even this, except the Khumus, and the Khumus will come back to you."" (Sahih) "
nasai38_1141550	 أخبرنا عبيد الله بن سعيد قال حدثنا سفيان عن عمرو يعني ابن دينار عن الزهري عن مالك بن	عن أوس بن الحدثان عن عمر قال كانت أموال بني النضير مما أفاء الله على رسوله مما لم يوجف المسلمون عليه بخيل ولا ركاب فكان ينفق على نفسه منها قوت سنة وما بقي جعله في الكراع والسلاح عدة في سبيل الله 	 أخبرنا عبيد الله بن سعيد قال حدثنا سفيان عن عمرو يعني ابن دينار عن الزهري عن مالك بن أوس بن الحدثان عن عمر قال كانت أموال بني النضير مما أفاء الله على رسوله مما لم يوجف المسلمون عليه بخيل ولا ركاب فكان ينفق على نفسه منها قوت سنة وما بقي جعله في الكراع والسلاح عدة في سبيل الله 	" It was narrated that 'Umar said: ""The wealth of Banu An-Nadir was among the Fay' that Allah bestowed upon His Messenger, in cases where the Muslims did not go out on and expedition with horses and camels. From it he kept for himself food for one year, and what was left he spent on cavalry and weapons equipment for the cause of Allah."" (Sahih) "
nasai38_1141560	 أخبرنا عمرو بن يحيى بن الحارث قال حدثنا	أخبرنا محبوب يعني ابن موسى قال أنبأنا أبو إسحاق هو الفزاري عن شعيب بن أبي حمزة عن الزهري عن عروة بن الزبير عن عائشة أن فاطمة أرسلت إلى أبي بكر تسأله ميراثها من النبي صلى الله عليه وسلم من صدقته ومما ترك من خمس خيبر قال أبو بكر إن رسول الله صلى الله عليه وسلم قال لا نورث 	 أخبرنا عمرو بن يحيى بن الحارث قال حدثنا محبوب يعني ابن موسى قال أنبأنا أبو إسحاق هو الفزاري عن شعيب بن أبي حمزة عن الزهري عن عروة بن الزبير عن عائشة أن فاطمة أرسلت إلى أبي بكر تسأله ميراثها من النبي صلى الله عليه وسلم من صدقته ومما ترك من خمس خيبر قال أبو بكر إن رسول الله صلى الله عليه وسلم قال لا نورث 	" It was narrated from 'Aishah that: Fatimah sent word to Abu Bakr asking for her inheritance from the Prophet, from his charity and what was left of the Khumus of Khaibar. Abu Bakar said: ""The Messenger of Allah said: 'We are not inherited from.""' (Sahih) "
nasai38_1141570	 أخبرنا عمرو بن يحيى قال حدثنا محبوب قال أنبأنا أبو إسحاق عن زائدة عن عبد الملك بن أبي سليمان عن	عن عطاء في قوله عز وجل { واعلموا أنما غنمتم من شىء فأن لله خمسه وللرسول ولذي القربى } قال خمس الله وخمس رسوله واحد كان رسول الله صلى الله عليه وسلم يحمل منه ويعطي منه ويضعه حيث شاء ويصنع به ما شاء 	 أخبرنا عمرو بن يحيى قال حدثنا محبوب قال أنبأنا أبو إسحاق عن زائدة عن عبد الملك بن أبي سليمان عن عطاء في قوله عز وجل { واعلموا أنما غنمتم من شىء فأن لله خمسه وللرسول ولذي القربى } قال خمس الله وخمس رسوله واحد كان رسول الله صلى الله عليه وسلم يحمل منه ويعطي منه ويضعه حيث شاء ويصنع به ما شاء 	" It was narrated that 'Ata' said concerning the saying of Allah, the Mighty and Sublime: ""And know that whatever of spoils of war that you may gain, verily, (1/5th) of it is assigned to Allah, and to the Messenger, and to the near relatives (of the Messenger (Muhammad)"" ""The Khumus (one-fifth) of Allah and of His Messenger is the same. The Messenger of Allah used to provide mounts (for jihad) with it, and give some (to the poor), and distribute it however he wanted, and do with it whatever he wanted."" (Hasan) "
