tirmidhi32_722750	 حدثنا عبد الله بن معاوية الجمحي البصري حدثنا صالح المري عن هشام بن حسان عن محمد بن	حدثنا سيرين عن أبي هريرة قال خرج علينا رسول الله صلى الله عليه وسلم ونحن نتنازع في القدر فغضب حتى احمر وجهه حتى كأنما فقئ في وجنتيه الرمان فقال أبهذا أمرتم أم بهذا أرسلت إليكم إنما هلك من كان قبلكم حين تنازعوا في هذا الأمر عزمت عليكم ألا تتنازعوا فيه قال أبو عيسى وفي الباب عن عمر وعائشة وأنس وهذا حديث غريب لا نعرفه إلا من هذا الوجه من حديث صالح المري وصالح المري له غرائب ينفرد بها لا يتابع عليها 	 حدثنا عبد الله بن معاوية الجمحي البصري حدثنا صالح المري عن هشام بن حسان عن محمد بن سيرين عن أبي هريرة قال خرج علينا رسول الله صلى الله عليه وسلم ونحن نتنازع في القدر فغضب حتى احمر وجهه حتى كأنما فقئ في وجنتيه الرمان فقال أبهذا أمرتم أم بهذا أرسلت إليكم إنما هلك من كان قبلكم حين تنازعوا في هذا الأمر عزمت عليكم ألا تتنازعوا فيه قال أبو عيسى وفي الباب عن عمر وعائشة وأنس وهذا حديث غريب لا نعرفه إلا من هذا الوجه من حديث صالح المري وصالح المري له غرائب ينفرد بها لا يتابع عليها 	" Abu Hurairah narrated: ""The Messenger of Allah(s.a.w) came out to us while we were discussing about Al-Qadar. He became angry such that his face became red, as if a pomegranate was bursting through his cheeks. He said: 'Is this what I ordered you to do?' - or: 'Is this what I have been sent to you with? The people before you were only ruined when they differed about this matter. I order you [I order you] to not debate about it.'"". (Daif)) "
tirmidhi32_722760	 حدثنا يحيى بن حبيب بن عربي حدثنا المعتمر بن	حدثنا سليمان حدثنا أبي عن سليمان الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم قال احتج آدم وموسى فقال موسى يا آدم أنت الذي خلقك الله بيده ونفخ فيك من روحه أغويت الناس وأخرجتهم من الجنة قال فقال آدم وأنت موسى الذي اصطفاك الله بكلامه أتلومني على عمل عملته كتبه الله على قبل أن يخلق السموات والأرض قال فحج آدم موسى قال أبو عيسى وفي الباب عن عمر وجندب وهذا حديث حسن صحيح غريب من هذا الوجه من حديث سليمان التيمي عن الأعمش وقد روى بعض أصحاب الأعمش عن الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه وقال بعضهم عن الأعمش عن أبي صالح عن أبي سعيد عن النبي صلى الله عليه وسلم وقد روي هذا الحديث من غير وجه عن أبي هريرة عن النبي صلى الله عليه وسلم 	 حدثنا يحيى بن حبيب بن عربي حدثنا المعتمر بن سليمان حدثنا أبي عن سليمان الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم قال احتج آدم وموسى فقال موسى يا آدم أنت الذي خلقك الله بيده ونفخ فيك من روحه أغويت الناس وأخرجتهم من الجنة قال فقال آدم وأنت موسى الذي اصطفاك الله بكلامه أتلومني على عمل عملته كتبه الله على قبل أن يخلق السموات والأرض قال فحج آدم موسى قال أبو عيسى وفي الباب عن عمر وجندب وهذا حديث حسن صحيح غريب من هذا الوجه من حديث سليمان التيمي عن الأعمش وقد روى بعض أصحاب الأعمش عن الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه وقال بعضهم عن الأعمش عن أبي صالح عن أبي سعيد عن النبي صلى الله عليه وسلم وقد روي هذا الحديث من غير وجه عن أبي هريرة عن النبي صلى الله عليه وسلم 	" Abu Hurairah narrated that the Prophet(S.A.W) said: ""Adam and Musa argued, Musa said: ""O Adam! You are the one that Allah created with His Hand, and blew into you of His Spirit, and you misled the people and caused them to be expelled from Paradise.' So Adam said: 'You are Musa, the one Allah selected with His Speech! Are you blaming me for something I did which Allah had decreed for me, before creating the heavens and the earth?'"" He said: "" So Adam confuted Musa."" (Sahih) "
tirmidhi32_722770	 حدثنا بندار حدثنا عبد الرحمن بن مهدي حدثنا شعبة عن عاصم بن عبيد الله قال سمعت سالم بن	عن عبد الله يحدث عن أبيه قال قال عمر يا رسول الله أرأيت ما نعمل فيه أمر مبتدع أو مبتدأ أو فيما قد فرغ منه فقال فيما قد فرغ منه يا ابن الخطاب وكل ميسر أما من كان من أهل السعادة فإنه يعمل للسعادة وأما من كان من أهل الشقاء فإنه يعمل للشقاء قال أبو عيسى وفي الباب عن علي وحذيفة بن أسيد وأنس وعمران بن حصين وهذا حديث حسن صحيح 	 حدثنا بندار حدثنا عبد الرحمن بن مهدي حدثنا شعبة عن عاصم بن عبيد الله قال سمعت سالم بن عبد الله يحدث عن أبيه قال قال عمر يا رسول الله أرأيت ما نعمل فيه أمر مبتدع أو مبتدأ أو فيما قد فرغ منه فقال فيما قد فرغ منه يا ابن الخطاب وكل ميسر أما من كان من أهل السعادة فإنه يعمل للسعادة وأما من كان من أهل الشقاء فإنه يعمل للشقاء قال أبو عيسى وفي الباب عن علي وحذيفة بن أسيد وأنس وعمران بن حصين وهذا حديث حسن صحيح 	" 'Asim bin 'Ubaidullah said: ' I heard Salim bin 'Abdullah narrating a Hadith from his father who said: ""'Umar said :""O Messenger of Allah! Do you see that what we do is a new matter- or a matter initiated "
tirmidhi32_722780	 حدثنا الحسن بن علي الحلواني حدثنا عبد الله بن	حدثنا نمير ووكيع عن الأعمش عن سعد بن عبيدة عن أبي عبد الرحمن السلمي عن علي قال بينما نحن مع رسول الله صلى الله عليه وسلم وهو ينكت في الأرض إذ رفع رأسه إلى السماء ثم قال ما منكم من أحد إلا قد علم وقال وكيع إلا قد كتب مقعده من النار ومقعده من الجنة قالوا أفلا نتكل يا رسول الله قال لا اعملوا فكل ميسر لما خلق له قال أبو عيسى هذا حديث حسن صحيح 	 حدثنا الحسن بن علي الحلواني حدثنا عبد الله بن نمير ووكيع عن الأعمش عن سعد بن عبيدة عن أبي عبد الرحمن السلمي عن علي قال بينما نحن مع رسول الله صلى الله عليه وسلم وهو ينكت في الأرض إذ رفع رأسه إلى السماء ثم قال ما منكم من أحد إلا قد علم وقال وكيع إلا قد كتب مقعده من النار ومقعده من الجنة قالوا أفلا نتكل يا رسول الله قال لا اعملوا فكل ميسر لما خلق له قال أبو عيسى هذا حديث حسن صحيح 	" 'Ali narrated: ""We were with the Messenger of Allah (s.a.w) and he was scraping the ground, when he raised his head to the heavens, then said:'There is not one of you but (his place) is known' "
tirmidhi32_722790	 حدثنا هناد حدثنا أبو معاوية عن الأعمش عن زيد بن	حدثنا وهب عن عبد الله بن مسعود قال حدثنا رسول الله صلى الله عليه وسلم وهو الصادق المصدوق إن أحدكم يجمع خلقه في بطن أمه في أربعين يوما ثم يكون علقة مثل ذلك ثم يكون مضغة مثل ذلك ثم يرسل الله إليه الملك فينفخ فيه ويؤمر بأربع يكتب رزقه وأجله وعمله وشقي أو سعيد فوالذي لا إله غيره إن أحدكم ليعمل بعمل أهل الجنة حتى ما يكون بينه وبينها إلا ذراع ثم يسبق عليه الكتاب فيختم له بعمل أهل النار فيدخلها وإن أحدكم ليعمل بعمل أهل النار حتى ما يكون بينه وبينها إلا ذراع ثم يسبق عليه الكتاب فيختم له بعمل أهل الجنة فيدخلها قال أبو عيسى وهذا حديث حسن صحيح 	 حدثنا هناد حدثنا أبو معاوية عن الأعمش عن زيد بن وهب عن عبد الله بن مسعود قال حدثنا رسول الله صلى الله عليه وسلم وهو الصادق المصدوق إن أحدكم يجمع خلقه في بطن أمه في أربعين يوما ثم يكون علقة مثل ذلك ثم يكون مضغة مثل ذلك ثم يرسل الله إليه الملك فينفخ فيه ويؤمر بأربع يكتب رزقه وأجله وعمله وشقي أو سعيد فوالذي لا إله غيره إن أحدكم ليعمل بعمل أهل الجنة حتى ما يكون بينه وبينها إلا ذراع ثم يسبق عليه الكتاب فيختم له بعمل أهل النار فيدخلها وإن أحدكم ليعمل بعمل أهل النار حتى ما يكون بينه وبينها إلا ذراع ثم يسبق عليه الكتاب فيختم له بعمل أهل الجنة فيدخلها قال أبو عيسى وهذا حديث حسن صحيح 	" 'Abdullah bin Mas'ud said: The Messenger of Allah (s.a.w) narrated to us - and he is the truthful and entrusted one:'Indeed the creation of one of you is gathered inside his mother in forty days. Then, for a similar period, he is a clot. Then, for a similar period, he is a piece of flesh. Then Allah sends the angel to him to blow the soul into him, and he is ordered to write four (things): To write his provision, his life-span, his works, and whether he will be wretched or happy. By the One besides Whom there is none other worthy of worship! One of you will do deeds of the people of Paradise, until there is between him and it but a forearm span, then he is overcome by what is written for him, and he is sealed off with the deeds of the people of the Fire, so that he enters it. And indeed one of you will do deeds of the people of the Fire, until there is between him and it but a forearm span, then he is overcome by what is written for him, and he is sealed off with the deeds of the people of Paradise, so that he enters it.'""(Sahih) "
tirmidhi32_722800	 حدثنا محمد بن بشار حدثنا يحيى بن سعيد حدثنا الأعمش حدثنا زيد بن وهب عن عبد الله بن	حدثنا مسعود قال حدثنا رسول الله صلى الله عليه وسلم فذكر مثله وهذا حديث حسن صحيح وقد روى شعبة والثوري عن الأعمش نحوه قال أبو عيسى وفي الباب عن أبي هريرة وأنس وسمعت أحمد بن الحسن قال سمعت أحمد بن حنبل يقول ما رأيت بعيني مثل يحيى بن سعيد القطان 	 حدثنا محمد بن بشار حدثنا يحيى بن سعيد حدثنا الأعمش حدثنا زيد بن وهب عن عبد الله بن مسعود قال حدثنا رسول الله صلى الله عليه وسلم فذكر مثله وهذا حديث حسن صحيح وقد روى شعبة والثوري عن الأعمش نحوه قال أبو عيسى وفي الباب عن أبي هريرة وأنس وسمعت أحمد بن الحسن قال سمعت أحمد بن حنبل يقول ما رأيت بعيني مثل يحيى بن سعيد القطان 	 
tirmidhi32_722810	 حدثنا محمد بن العلاء حدثنا وكيع عن الأعمش عن	حدثنا زيد نحوه 	 حدثنا محمد بن العلاء حدثنا وكيع عن الأعمش عن زيد نحوه 	 
tirmidhi32_722820	 حدثنا محمد بن يحيى القطعي البصري حدثنا عبد العزيز بن	حدثنا ربيعة البناني حدثنا الأعمش عن أبي صالح عن أبي هريرة قال قال رسول الله صلى الله عليه وسلم كل مولود يولد على الملة فأبواه يهودانه أو ينصرانه أو يشركانه قيل يا رسول الله فمن هلك قبل ذلك قال الله أعلم بما كانوا عاملين به 	 حدثنا محمد بن يحيى القطعي البصري حدثنا عبد العزيز بن ربيعة البناني حدثنا الأعمش عن أبي صالح عن أبي هريرة قال قال رسول الله صلى الله عليه وسلم كل مولود يولد على الملة فأبواه يهودانه أو ينصرانه أو يشركانه قيل يا رسول الله فمن هلك قبل ذلك قال الله أعلم بما كانوا عاملين به 	" 'Abu Hurairah narrated that the Messenger of Allah (s.a.w) said: ""Every child is born upon the Millah, then his parents make him a Jew, a Christian, or a idolater."" It was said: ""O Messenger of Allah! What about those who die before that?"" He said: ""Allah knows best what they would have done."" (Sahih) "
tirmidhi32_722830	 حدثنا أبو كريب والحسين بن حريث قالا حدثنا وكيع عن الأعمش عن أبي صالح عن أبي هريرة عن	عن النبي صلى الله عليه وسلم نحوه بمعناه وقال يولد على الفطرة قال أبو عيسى هذا حديث حسن صحيح وقد رواه شعبة وغيره عن الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم بمعناه وفي الباب عن الأسود بن سريع 	 حدثنا أبو كريب والحسين بن حريث قالا حدثنا وكيع عن الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه بمعناه وقال يولد على الفطرة قال أبو عيسى هذا حديث حسن صحيح وقد رواه شعبة وغيره عن الأعمش عن أبي صالح عن أبي هريرة عن النبي صلى الله عليه وسلم بمعناه وفي الباب عن الأسود بن سريع 	 
tirmidhi32_722840	 حدثنا محمد بن حميد الرازي وسعيد بن يعقوب قالا حدثنا يحيى بن الضريس عن أبي مودود عن سليمان التيمي عن أبي عثمان النهدي عن	عن سلمان قال قال رسول الله صلى الله عليه وسلم لا يرد القضاء إلا الدعاء ولا يزيد في العمر إلا البر قال أبو عيسى وفي الباب عن أبي أسيد وهذا حديث حسن غريب من حديث سلمان لا نعرفه إلا من حديث يحيى بن الضريس وأبو مودود اثنان أحدهما يقال له فضة وهو الذي روى هذا الحديث اسمه فضة بصري والآخر عبد العزيز بن أبي سليمان أحدهما بصري والآخر مدني وكانا في عصر واحد 	 حدثنا محمد بن حميد الرازي وسعيد بن يعقوب قالا حدثنا يحيى بن الضريس عن أبي مودود عن سليمان التيمي عن أبي عثمان النهدي عن سلمان قال قال رسول الله صلى الله عليه وسلم لا يرد القضاء إلا الدعاء ولا يزيد في العمر إلا البر قال أبو عيسى وفي الباب عن أبي أسيد وهذا حديث حسن غريب من حديث سلمان لا نعرفه إلا من حديث يحيى بن الضريس وأبو مودود اثنان أحدهما يقال له فضة وهو الذي روى هذا الحديث اسمه فضة بصري والآخر عبد العزيز بن أبي سليمان أحدهما بصري والآخر مدني وكانا في عصر واحد 	" 'Salman narrated that the Messenger of Allah (s.a.w) said: ""Nothing turns back the Decree except supplication, and nothing increases the life-span except righteousness."" (Da'if) "
